company_id,statement_date,total_net_sales,cost_of_revenue,gross_profit,marketing_expense,research_and_development_expenses,general_and_administrative_expenses,total_operating_expenses,operating_income,interest_expense,non-operating_income,income_before_taxes,income_tax_expense,net_income,basic,diluted,basic.1,diluted.1,revenue,selling_general_and_administrative_expenses,cost_goods_and_services_sold
3065,2023-12-31,2567000000.0,718500000.0,,,406400000.0,303500000.0,,501600000.0,153000000.0,,392100000.0,157100000.0,235000000.0,0.64,0.64,366300000.0,366800000.0,,,
3066,2023-12-31,,,,,,1134628.0,,-1177428.0,,,,505120.0,765578.0,,,,,,,
3067,2023-12-31,2225012000.0,431105000.0,1793907000.0,,404624000.0,524325000.0,1673941000.0,119966000.0,3470000.0,,237091000.0,19716000.0,209825000.0,0.1,0.09,2147446000.0,2297927000.0,,,
3068,2023-12-31,,1399131000.0,-507791000.0,,113745000.0,,835732000.0,-1343523000.0,45201000.0,,-1376197000.0,-7364000.0,-1368833000.0,-2.3,-2.3,595468419.0,595468419.0,891340000.0,422469000.0,
3069,2023-06-30,,9000.0,278000.0,,17413000.0,11779000.0,,-27246000.0,843000.0,-1641000.0,,,-28321000.0,-0.78,-0.78,36652018.0,36652018.0,287000.0,,
3070,2023-03-31,,,517524000.0,,,,351362000.0,166162000.0,4133000.0,-3188000.0,162974000.0,43618000.0,119356000.0,4.49,4.48,26569000.0,26654000.0,2067718000.0,333520000.0,1550194000.0
3071,2023-09-30,4319660000.0,,394554000.0,,,,,195820000.0,31542000.0,,161013000.0,21919000.0,139094000.0,5.04,4.95,27582000.0,28114000.0,,175640000.0,3815751000.0
3072,2023-12-31,977504000.0,,,,,,,174997000.0,108184000.0,,65566000.0,11714000.0,53852000.0,0.36,0.36,148063358.0,150309674.0,,192822000.0,
3073,2023-12-31,,,,,,14904000.0,170337000.0,,38278000.0,,,,13660000.0,0.2,0.2,43554504.0,43631693.0,199848000.0,,
3074,2023-12-31,35174000000.0,,22281000000.0,,709000000.0,,,11556000000.0,1526000000.0,,,2339000000.0,7813000000.0,5.02,5.02,1552000000.0,1553000000.0,,,12893000000.0
3075,2023-04-30,,,,,468536.0,1112677.0,6455494.0,-6455494.0,0.0,2139501.0,,0.0,-4315993.0,-0.22,-0.22,19489204.0,19489204.0,0.0,,
3076,2023-12-31,,,8413000.0,,1144000.0,7192000.0,11334000.0,-2921000.0,17000.0,-517000.0,-3438000.0,716000.0,-4154000.0,-0.72,,5740000.0,5740000.0,,,13685000.0
3077,2022-12-31,,,,,,,,-3913371.0,,,7821014.0,723378.0,7097636.0,,,,,,,
3078,2023-12-31,,,,,7883165.0,6379568.0,14262733.0,-14262733.0,,1050251.0,,0.0,-13212482.0,-1.07,-1.07,12292707.0,12292707.0,,,
3079,2023-12-31,,,,,,,184625000.0,,735968000.0,,244395000.0,44741000.0,199654000.0,1.8,1.63,87372000.0,111700000.0,,,
3080,2023-12-31,444547000.0,,155489000.0,,,,93899000.0,61590000.0,,,34462000.0,10477000.0,23985000.0,2.1,2.01,11426124.0,11917556.0,,88255000.0,289058000.0
3081,2023-12-31,,,,,55885000.0,24247000.0,80132000.0,-80132000.0,,,-68958000.0,2000.0,-68960000.0,-1.44,-1.44,48014645.0,48014645.0,,,
3082,2023-12-31,,,,,,,,,30457000.0,,-5633000.0,-1454000.0,-4179000.0,-1.05,-1.05,3965324.0,3965324.0,,,
3083,2023-12-31,,,,,,,,,10392000000.0,,6736000000.0,1089000000.0,,12.8,12.79,401000000.0,401000000.0,21490000000.0,,
3084,2023-12-31,,,,,,,,,1091250000.0,,,151854000.0,562152000.0,7.2,7.14,76016370.0,76647543.0,,,
3085,2023-12-31,,,655831000.0,,,227900000.0,,231340000.0,190355000.0,,90529000.0,-16350000.0,,1.02,1.02,86296000.0,86369000.0,1939198000.0,,
3086,2023-09-30,,,,,,3837000.0,,,,,,,-33807000.0,,,,,,,
3087,2023-12-31,4104500000.0,,1519200000.0,,99800000.0,,,739200000.0,,,618900000.0,-4000000.0,622700000.0,3.77,3.75,165100000.0,166300000.0,,680200000.0,2585300000.0
3088,2023-12-31,,,,,,15645000.0,,,,,34222000.0,6119000.0,,15.19,10.77,1849780.0,2608786.0,132810000.0,,11744000.0
3089,2022-12-31,,,,,,,1753668.0,-1753668.0,,18301195.0,16547527.0,783546.0,15763981.0,,,,,,,
3090,2023-12-31,544891000.0,,,,,,,25169000.0,5924000.0,,19584000.0,5674000.0,13379000.0,0.45,0.44,29863000.0,30193000.0,,36667000.0,
3091,2023-12-31,,,,,,,,824640000.0,331323000.0,102376000.0,,76912000.0,,4.42,4.41,113442000.0,113804000.0,4695991000.0,,
3092,2023-12-31,,,1145297.0,,188305.0,9428496.0,15229530.0,-14084233.0,,,,0.0,-13983967.0,-3.48,,4014848.0,4014848.0,,,634796.0
3093,2023-06-30,,13310331.0,7734136.0,,992375.0,,8372684.0,-638548.0,218927.0,,-142677.0,1936.0,-144613.0,-0.03,-0.03,5666034.0,5666034.0,21044467.0,7380309.0,
3094,2023-12-31,,,1159900000.0,,205000000.0,,,220000000.0,36200000.0,,214600000.0,8300000.0,206300000.0,2.96,2.94,69751000.0,73633000.0,1697100000.0,734900000.0,537200000.0
3095,2023-12-31,15293000.0,,695000.0,,1222000.0,4291000.0,6685000.0,-5990000.0,559000.0,-558000.0,,,-6548000.0,-0.49,-0.49,13291575.0,13291575.0,,,14598000.0
3096,2023-12-31,,3881551000.0,1660044000.0,,,,,746567000.0,,-58431000.0,,165084000.0,523229000.0,13.45,13.35,38704000.0,38997000.0,5541595000.0,913477000.0,
3097,2023-12-31,,,,,,341000000.0,,396000000.0,173000000.0,50000000.0,273000000.0,45000000.0,,2.33,2.33,97760000.0,97952000.0,2923000000.0,,
3098,2023-09-30,,5109300000.0,1881700000.0,,22900000.0,,,598900000.0,279100000.0,,412900000.0,99700000.0,301300000.0,5.21,4.82,60000000.0,67000000.0,6991000000.0,1078400000.0,
3099,2023-12-31,,215582000.0,228956000.0,,96067000.0,33232000.0,193897000.0,35059000.0,,10848000.0,45907000.0,-9828000.0,55735000.0,0.97,0.97,57195000.0,57622000.0,444538000.0,,
3100,2023-09-30,699308000.0,,147553000.0,,6220000.0,,,62520000.0,,,68950000.0,14425000.0,54525000.0,4.59,4.5,11879000.0,12120000.0,,78813000.0,551755000.0
3101,2023-03-31,191439801.0,136031204.0,55408597.0,,,24980079.0,58667516.0,-3258919.0,,-606881.0,-3865800.0,730238.0,-4596038.0,-0.07,-0.07,117177885.0,117177885.0,,,
3102,2023-12-31,,,,7080000.0,,,,,262946000.0,,34041000.0,3189000.0,30852000.0,0.31,0.31,94113132.0,94236875.0,,,
3103,2023-12-31,17362217000.0,,1118401000.0,,5700000.0,,,522286000.0,202272000.0,,365222000.0,42905000.0,321574000.0,1.36,1.36,236725000.0,237297000.0,,551770000.0,16243816000.0
3104,2023-12-31,18246000000.0,,,,456000000.0,,,2675000000.0,247000000.0,,1748000000.0,439000000.0,1270000000.0,5.38,5.35,236000000.0,237200000.0,,4222000000.0,10745000000.0
3105,2024-01-31,,109210000.0,41458000.0,,500000.0,22591000.0,28099000.0,13359000.0,2429000.0,,9891000.0,-3320000.0,10471000.0,1.31,1.3,7977000.0,8073000.0,,,
3106,2023-12-31,,,,,,,,1630000000.0,666000000.0,,924000000.0,184000000.0,740000000.0,1.0,1.0,737036000.0,738166000.0,8312000000.0,,
3107,2022-12-31,,,4607000.0,,,,8636000.0,-4029000.0,,,-3631000.0,7000.0,-3638000.0,-0.37,-0.37,9727542.0,9727542.0,27000000.0,8636000.0,22393000.0
3108,2023-12-31,,,,,,614348.0,,-40274208.0,,21503028.0,,0.0,-18771180.0,-0.3,-0.3,63190941.0,63190941.0,,,
3109,2023-12-31,,,,,,1907007.0,,,,6088262.0,3981255.0,1553174.0,2428081.0,,,,,,,
3110,2023-12-31,3120893000.0,,,,,161855000.0,2024596000.0,1096508000.0,177209000.0,-60860000.0,1035648000.0,155945000.0,476306000.0,1.36,1.24,349213000.0,389096000.0,,,
3111,2023-12-31,,,,,,,,,23150000.0,,-39149000.0,-545000.0,-38604000.0,-0.73,-0.73,52642000.0,52788000.0,1137212000.0,,
3112,2023-12-31,,,,,,,702062000.0,100492000.0,194667000.0,,-82887000.0,-16133000.0,-83477000.0,-2.13,-2.13,39177000.0,39177000.0,802554000.0,,
3113,2023-12-31,,,,,86766000.0,42054000.0,128820000.0,-126373000.0,,3096000.0,,,-123277000.0,-18.69,-18.69,6594316.0,6594316.0,2447000.0,,
3114,2023-12-31,430302000.0,220243000.0,,,,103192000.0,,-190354000.0,31828000.0,57043000.0,-133311000.0,622000.0,-133933000.0,-1.39,-1.39,96057000.0,96057000.0,,,
3115,2023-12-31,136191000.0,65142000.0,71049000.0,,48446000.0,,180219000.0,-109170000.0,3995000.0,,,0.0,-105897000.0,-2.24,-2.24,47255000.0,47255000.0,,131773000.0,
3116,2023-12-31,710004000.0,,,,,398084000.0,559558000.0,150446000.0,404000.0,41675000.0,,44469000.0,147652000.0,2.22,2.18,66468000.0,67826000.0,,,
3117,2023-12-31,906541000.0,,,,,,,137520000.0,,,32900000.0,37548000.0,98933000.0,2.91,2.76,33992000.0,36711000.0,,170555000.0,574478000.0
3118,2023-12-31,,,,,,,,225627000.0,,,196221000.0,57383000.0,138838000.0,3.02,2.98,46034000.0,46550000.0,2408264000.0,,
3119,2023-12-31,4655600000.0,,1680400000.0,,122500000.0,522300000.0,1528500000.0,151900000.0,,,-8300000.0,-3900000.0,-12700000.0,-0.09,-0.09,135300000.0,135300000.0,,,2975200000.0
3120,2023-11-30,694439000.0,126577000.0,567862000.0,,,83157000.0,457339000.0,110523000.0,30780000.0,-30866000.0,79657000.0,9460000.0,70197000.0,1.62,1.57,43456000.0,44658000.0,,,
3121,2023-12-31,,,,,,,,,26594000.0,,751680000.0,175079000.0,576601000.0,15.97,15.94,35954000.0,36027000.0,2815691000.0,,55233000.0
3122,2023-12-31,5715309000.0,,587491000.0,,,,,253073000.0,,,177669000.0,51524000.0,126145000.0,2.37,2.33,53297000.0,54223000.0,,328733000.0,5127818000.0
3123,2023-12-31,1726587000.0,,,,,,,459755000.0,146666000.0,,313107000.0,78911000.0,234196000.0,3.66,3.63,63955000.0,64494000.0,,221237000.0,
3124,2023-12-31,,,221993000.0,,40135000.0,65788000.0,193826000.0,28167000.0,,,27952000.0,10732000.0,17220000.0,0.66,0.66,26186533.0,26223498.0,,,281884000.0
3125,2023-12-31,,,,,103393000.0,28884000.0,132277000.0,-132277000.0,,,,,-121832000.0,-2.02,-2.02,60357052.0,60357052.0,,,
3126,2023-12-31,,,,,,1243612.0,,-1243612.0,,9889565.0,,,8645953.0,,,,,,,
3127,2023-12-31,322108000.0,,138855000.0,,,,44405000.0,94450000.0,41378000.0,-32867000.0,61583000.0,-5903000.0,67486000.0,0.44,0.41,154666717.0,166452022.0,,57073000.0,183253000.0
3128,2023-12-31,,,,,147905000.0,43387000.0,204792000.0,-204792000.0,,6380000.0,,-279000.0,-198133000.0,-2.18,-2.18,90969327.0,90969327.0,,,
3129,2023-12-30,1771800000.0,634800000.0,1137000000.0,,,,,163400000.0,71400000.0,,90800000.0,27000000.0,238100000.0,1.49,1.48,159452000.0,160619000.0,,976000000.0,
3130,2023-12-31,,,188395000.0,,,57247000.0,,-50602000.0,,1063000.0,-55421000.0,933000.0,-56354000.0,-1.22,-1.22,46155000.0,46155000.0,303708000.0,,115313000.0
3131,2023-12-31,,,,,106707000.0,44815000.0,151522000.0,-151522000.0,12000.0,,-129451000.0,5996000.0,-35468000.0,,,,,,,
3132,2023-12-31,,,,,,16269045.0,35137222.0,-33591430.0,,-45487430.0,-79078860.0,,-79078860.0,-16.51,-16.51,4788412.0,4788412.0,1545792.0,,
3133,2023-06-30,,,,,,,,,9007000.0,,12416000.0,3824000.0,8592000.0,1.2,1.19,7143273.0,7191685.0,,,
3134,2023-12-31,44384000.0,,16239000.0,,1418000.0,34502000.0,37852000.0,-21613000.0,1275000.0,,-22800000.0,-6018000.0,-16782000.0,-0.98,-0.98,17207000.0,17207000.0,,,28145000.0
3135,2023-12-31,,338716000.0,171825000.0,,11898000.0,84446000.0,285536000.0,-113711000.0,1967000.0,,-121207000.0,8000.0,-120757000.0,-1.17,-1.17,103602000.0,103936000.0,510541000.0,,
3136,2023-12-31,,,6018000.0,,1700000.0,,13638000.0,-7620000.0,,,-5853000.0,0.0,,-4.51,-4.51,1297851.0,1297851.0,15197000.0,,9179000.0
3137,2023-12-31,13749000.0,11877000.0,1872000.0,,14398000.0,,22497000.0,-20625000.0,21000.0,358000.0,,,-16795000.0,-26.0,-26.0,646000.0,646000.0,,8505000.0,
3138,2023-06-30,26135000.0,25614000.0,521000.0,,21310000.0,26771000.0,56928000.0,-56407000.0,12755000.0,,-34471000.0,9000.0,-34480000.0,-0.74,-0.74,46499850.0,46499850.0,,,
3139,2023-12-31,91370000.0,,,,220571000.0,61835000.0,282406000.0,-191036000.0,,30556000.0,-160480000.0,-13452000.0,-147028000.0,-2.76,-2.76,53216000.0,53216000.0,,,
3140,2023-12-31,755612000.0,,,,,,,81524000.0,76108000.0,-74372000.0,,8463000.0,,-0.63,-0.63,78333000.0,78333000.0,,45412000.0,
3141,2023-12-30,,,229406000.0,,,,239287000.0,-9881000.0,1394000.0,1803000.0,-8078000.0,145000.0,-8223000.0,-0.15,-0.14,56570000.0,56570000.0,,,446323000.0
3142,2023-12-31,,,,,,12951000000.0,14551000000.0,,1762000000.0,,,613000000.0,2488000000.0,6.76,6.74,363500000.0,364600000.0,53979000000.0,,
3143,2023-12-31,,,,,,109587000.0,1637088000.0,20649000.0,,,29021000.0,7993000.0,23079000.0,0.2,0.19,116731406.0,124686067.0,,,
3144,2023-12-31,,,,,,80632000.0,,,201132000.0,,2170941000.0,10821000.0,2148327000.0,11.11,11.06,175472000.0,176143000.0,4517690000.0,,
3145,2023-12-31,,,,,,,55287096.0,,44483152.0,,,,107835651.0,2.26,2.26,25700603.0,25700603.0,,,
3146,2023-06-30,,,,,,,,,148204000.0,,,,-101641000.0,-0.43,-0.43,398514965.0,398514965.0,,,
3147,2023-08-31,4411842000.0,,,,,134783000.0,,184516000.0,11020000.0,,,59951000.0,109205000.0,3.51,3.5,30763000.0,30786000.0,,,
3148,2023-12-31,5442749000.0,,,,,,,288358000.0,31497000.0,,264053000.0,56138000.0,161149000.0,1.53,1.42,104992000.0,115082000.0,,869905000.0,4236735000.0
3149,2023-12-31,73481000.0,55273000.0,,,64776000.0,,,-109936000.0,110000.0,,-108213000.0,83000.0,-108296000.0,-2.25,-2.25,48175201.0,48175201.0,,49726000.0,
3150,2023-12-31,,,,,4626625.0,15222451.0,,-39345996.0,-177444.0,,-53327242.0,1945.0,-53329187.0,-2.43,-2.43,21964451.0,21964451.0,5685987.0,,
3151,2024-02-04,2830621000.0,,2021191000.0,,736764000.0,252243000.0,1967640000.0,53551000.0,7483000.0,37035000.0,90586000.0,29275000.0,61311000.0,0.2,0.19,311831000.0,332568000.0,,,809430000.0
3152,2023-12-31,,,,,,14654000.0,49716000.0,13996000.0,9339000.0,679000.0,4655000.0,72000.0,3709000.0,0.12,0.12,20145151.0,20145151.0,63712000.0,,
3153,2023-12-31,,,,,9690000.0,8544000.0,18234000.0,-13321000.0,395000.0,5000.0,,0.0,-13316000.0,-4.24,-4.24,3140925.0,3140925.0,,,
3154,2023-12-31,,,,,156772000.0,37435000.0,194207000.0,-129504000.0,8671000.0,,-123323000.0,107000.0,-123430000.0,-1.37,-1.37,90185096.0,90185096.0,64703000.0,,
3155,2023-12-31,147399000000.0,,,,27000000.0,,,,,359000000.0,,2230000000.0,7015000000.0,15.56,15.48,450136000.0,453210000.0,,2525000000.0,128086000000.0
3156,2023-09-30,2097053000.0,,1656047000.0,,394370000.0,233516000.0,1197573000.0,458474000.0,129417000.0,3509000.0,332566000.0,87026000.0,245540000.0,2.07,2.06,118341000.0,119334000.0,,,441006000.0
3157,2023-12-31,937822000.0,,,,666563000.0,,1377324000.0,-439502000.0,,,-696110000.0,-69506000.0,-626604000.0,-8.37,-8.37,74838392.0,74838392.0,,332540000.0,
3158,2023-12-31,4146456000.0,,,,,,,351954000.0,52870000.0,-44850000.0,307104000.0,61152000.0,246292000.0,0.88,0.88,279501.0,280061.0,,169962000.0,
3159,2023-12-31,,,,,120161000.0,33491000.0,153652000.0,-93652000.0,,,-78955000.0,0.0,-78955000.0,-1.39,-1.39,56763559.0,56763559.0,,,
3160,2023-12-31,,,,,3319867.0,1207107.0,4526974.0,-4526974.0,107682.0,-473523.0,-5000497.0,,-5000497.0,-1.15,-1.15,4344580.0,4344580.0,0.0,,
3161,2023-12-31,679905000.0,,,,,78835000.0,,55440000.0,,,28066000.0,3248000.0,18424000.0,0.34,0.32,53806570.0,57307784.0,,,
3162,2023-12-31,,,,,,,,,,,,,11381000.0,1.2,1.2,9509396.0,9509396.0,,,
3163,2023-06-30,2800200000.0,1876700000.0,923500000.0,,318400000.0,798100000.0,2120600000.0,-1197100000.0,97100000.0,-60900000.0,-1258000000.0,3700000.0,-1261700000.0,-3.64,-3.64,346670699.0,346670699.0,,,
3164,2023-12-31,5822388.0,,4191168.0,,2409094.0,,17808532.0,-13617364.0,,,-8163188.0,,-8163188.0,-6.35,-6.35,2176017.0,2176017.0,,9261471.0,1631220.0
3165,2023-12-31,,,,,,,,30310000.0,9177000.0,7446000.0,28579000.0,10163000.0,18416000.0,0.83,0.83,22056000.0,22197000.0,,,
3166,2023-12-31,5510000000.0,,733000000.0,,,,,28000000.0,,-8000000.0,-225000000.0,-3000000.0,-223000000.0,-1.26,-1.26,178700000.0,178700000.0,,536000000.0,4777000000.0
3167,2023-12-31,,,,,,,1635452.0,-1772831.0,,,868576.0,528809.0,339767.0,,,,,,,
3168,2023-12-31,267014000.0,,167785000.0,,26727000.0,56219000.0,165749000.0,2036000.0,,8469000.0,10505000.0,1624000.0,8881000.0,0.17,0.16,51760000.0,56027000.0,,,99229000.0
3169,2023-12-31,,,,,,,,-4180079.0,,3841611.0,-338468.0,798570.0,-1137038.0,,,,,,,
3170,2023-12-31,7298000.0,,,,15518000.0,6520000.0,22038000.0,-14740000.0,,619000.0,,,-14121000.0,-3.87,-3.87,3651911000.0,3651911000.0,,,
3171,2023-12-31,1630399000.0,,,,,114354000.0,,130343000.0,5308000.0,-14841000.0,115502000.0,29868000.0,85634000.0,0.76,0.76,113004000.0,113416000.0,,,
3172,2023-12-31,,,,640000.0,,,,,32126000.0,,14777000.0,3823000.0,10954000.0,0.66,0.66,16586180.0,16594685.0,,,
3173,2024-02-04,,,5363200000.0,,,,,928800000.0,99300000.0,,841000000.0,177400000.0,663600000.0,10.88,10.76,61000000.0,61700000.0,9217700000.0,4542600000.0,3854500000.0
3174,2022-12-31,135157000.0,,64171000.0,,8964000.0,,71965000.0,-7794000.0,,,-6705000.0,296000.0,-7003000.0,-0.34,,35393000.0,,,63001000.0,70986000.0
3175,2023-12-31,,,,684000.0,,,,,36631000.0,,20322000.0,3714000.0,16608000.0,2.34,2.34,7112450.0,7112450.0,,,
3176,2023-12-31,648652000.0,,,,,20103000.0,763752000.0,-115100000.0,276000.0,2280000.0,-112820000.0,-980000.0,-17223000.0,-0.4,-1.33,43273939.0,86779052.0,,,
3177,2023-12-31,20882206000.0,,2937086000.0,,,,,1127976000.0,186913000.0,,969956000.0,219267000.0,744689000.0,5.13,5.0,145222000.0,148823000.0,,1555137000.0,17945120000.0
3178,2023-12-31,697651000.0,,413778000.0,,105901000.0,,389458000.0,24320000.0,66722000.0,-314000.0,-39548000.0,-476000.0,-31137000.0,-0.19,-0.19,162957390.0,162957390.0,,214807000.0,283873000.0
3179,2023-12-31,,,,,,1340168.0,1340168.0,,,5804247.0,,,4464079.0,,,,,,,
3180,2023-12-31,241734000.0,,,,,22584000.0,220813000.0,20921000.0,21872000.0,,-3140000.0,4632000.0,-7133000.0,-0.06,-0.06,116104000.0,116104000.0,,,
3181,2023-12-31,,,,,,461000000.0,,,153000000.0,,6247000000.0,1353000000.0,4894000000.0,20.89,20.21,234000000.0,242000000.0,19362000000.0,,
3182,2023-12-31,,,25709000.0,,30878000.0,,54345000.0,-28636000.0,25000.0,,-26586000.0,357000.0,-26176000.0,-0.47,-0.47,56163000.0,56163000.0,59677000.0,23467000.0,33968000.0
3183,2023-12-31,0.0,,,,3914979.0,12230292.0,16145271.0,-16145271.0,9165.0,-2144454.0,-18290000.0,0.0,-18289725.0,-11.0,-11.0,1662795.0,1662795.0,,,
3184,2023-06-30,,187140000.0,365552000.0,,54263000.0,203850000.0,470207000.0,-104655000.0,4638000.0,,-104663000.0,-11448000.0,-93215000.0,-0.53,-0.53,176039651.0,176039651.0,552692000.0,,
3185,2023-12-31,,,,,,2059000000.0,24743000000.0,5028000000.0,347000000.0,383000000.0,,1165000000.0,4246000000.0,3.85,3.84,1103000000.0,1107000000.0,29771000000.0,,
3186,2023-12-31,,,,,49586000.0,32610000.0,82196000.0,-82196000.0,,8406000.0,,,-73790000.0,-1.85,-1.85,39904603.0,39904603.0,,,
3187,2023-12-31,2135713000.0,,,53900000.0,,210357000.0,,147142000.0,,,,20874000.0,82098000.0,2.49,2.48,32931000.0,33159000.0,,,
3188,2023-12-31,8758000.0,4136000.0,4622000.0,,37878000.0,37014000.0,85168000.0,-80546000.0,,-2169000.0,-82715000.0,,-82715000.0,-0.6,-0.6,137993736.0,137993736.0,,,
3189,2023-09-24,,15869000000.0,,,8818000000.0,,,7788000000.0,694000000.0,349000000.0,7443000000.0,104000000.0,7232000000.0,6.47,6.42,1117000000.0,1126000000.0,35820000000.0,2483000000.0,
3190,2023-12-31,,,,,,,,,192404000.0,,126620000.0,13062000.0,113558000.0,6.79,6.73,16732406.0,16866391.0,,,
3191,2023-12-31,,,,,246800000.0,,,139100000.0,,,-29100000.0,-19000000.0,-10100000.0,-0.15,-0.15,66800000.0,66800000.0,2997800000.0,763200000.0,
3192,2023-12-31,,,,,,1146648.0,0.0,-1146648.0,,,,,784626.0,,,,,,,
3193,2023-12-31,,,,,,28710.0,,-121133.0,,826991.0,,-170649.0,535209.0,,,,,,,
3194,2023-12-31,,,,,5209250.0,6095607.0,11304857.0,-11304857.0,,-1174946.0,-12479803.0,-4793.0,-13417212.0,,,5072709.0,5072709.0,,,
3195,2023-12-31,554458000.0,107485000.0,446973000.0,,110472000.0,61741000.0,283904000.0,163069000.0,,15582000.0,178651000.0,27056000.0,151595000.0,4.11,4.03,36879000.0,37602000.0,,,
3196,2023-03-31,412752000.0,,133939000.0,,44555000.0,47752000.0,159946000.0,-26007000.0,10560000.0,,-36003000.0,1940000.0,-37943000.0,-0.42,-0.42,90348000.0,90348000.0,,,278813000.0
3197,2023-12-31,,,,,9447000.0,17695000.0,34620000.0,-34620000.0,,,-31582000.0,197000.0,-31385000.0,-0.84,-0.84,37237149.0,37237149.0,,,
3198,2023-12-31,,,,,3307987.0,,,,,691931.0,,,-8686573.0,,,,,,6070517.0,
3199,2023-06-30,580624000.0,532101000.0,48523000.0,,28893000.0,27904000.0,,-20816000.0,790000.0,,-21362000.0,47504000.0,-68866000.0,-1.28,-1.28,53799000.0,53799000.0,,,
3200,2023-12-31,288377652.0,,50064702.0,,,,47239957.0,2824745.0,9729098.0,,-6904353.0,386932.0,-7291285.0,-0.36,-0.36,20123221.0,20123221.0,,37669419.0,238312950.0
3201,2023-12-31,10915000000.0,,,,,,,590000000.0,451000000.0,-524000000.0,66000000.0,160000000.0,-145000000.0,-0.37,-0.37,387000000.0,388000000.0,,1869000000.0,
3202,2023-04-01,,,1296942000.0,,649841000.0,,1113774000.0,183168000.0,68463000.0,,,21477000.0,103152000.0,1.01,1.0,102206000.0,103019000.0,3569399000.0,358790000.0,2272457000.0
3203,2023-12-31,,,,,347945000.0,131085000.0,479030000.0,-479030000.0,2377000.0,33951000.0,,0.0,-445145000.0,-0.96,-0.96,462239000.0,462239000.0,,,
3204,2023-12-31,1082000.0,594000.0,488000.0,,67025000.0,,111659000.0,-111171000.0,,,-95960000.0,0.0,-95960000.0,-0.68,-0.68,141300000.0,141300000.0,,44634000.0,
3205,2023-12-31,,,,,,704000000.0,,2051000000.0,,,1453000000.0,-265000000.0,,3.82,3.76,312000000.0,456000000.0,7022000000.0,,2435000000.0
3206,2023-12-31,,,,,,4927599.0,,-4927599.0,219686.0,,-3605472.0,419119.0,-4024591.0,-0.78,-0.78,6540000.0,6540000.0,0.0,,
3207,2023-12-31,122368000.0,51722000.0,70646000.0,,24857000.0,,120347000.0,-49701000.0,,,-31615000.0,719000.0,-32334000.0,-0.86,-0.86,37594000.0,37594000.0,,90241000.0,
3208,2023-12-31,1156000.0,,,,62002000.0,31256000.0,102585000.0,-101429000.0,,,-87080000.0,0.0,-112961000.0,-1.95,-1.95,57834819.0,57834819.0,,,
3209,2023-12-31,624624000.0,321973000.0,302651000.0,,137334000.0,110186000.0,388708000.0,-86057000.0,,24235000.0,-61822000.0,3562000.0,-65384000.0,-1.12,-1.12,58354000.0,58354000.0,,,
3210,2023-12-31,2957700000.0,,,,3100000.0,,,25700000.0,70000000.0,,-42600000.0,12800000.0,,-1.14,-1.14,48400000.0,48400000.0,,344500000.0,2381200000.0
3211,2023-12-31,,195640.0,162407.0,,6447703.0,,27383684.0,-27221277.0,,-2509395.0,,,-29730672.0,-0.38,-0.31,77451356.0,95896430.0,358047.0,7326713.0,
3212,2023-12-31,21198000.0,,14487000.0,,6448000.0,,,70000.0,215000.0,,-261000.0,2000.0,-263000.0,-0.02,,13453.0,,,7969000.0,6711000.0
3213,2023-12-31,,,,,214864000.0,,,-282871000.0,41557000.0,,-306557000.0,1921000.0,,-6.47,-6.47,47670986.0,47670986.0,,74591000.0,65000.0
3214,2023-12-31,,,,,,,8804000000.0,645000000.0,,-229000000.0,416000000.0,205000000.0,159000000.0,,,,,9449000000.0,,6273000000.0
3215,2023-12-31,,,,,,,,,296000000.0,,618000000.0,212000000.0,406000000.0,8.89,8.73,45383000.0,46486000.0,11783000000.0,1421000000.0,
3216,2023-12-31,,316330000.0,41763000.0,,,,,10492000.0,,,-22088000.0,1501000.0,,-1.18,-1.18,28366457.0,28366457.0,358093000.0,27489000.0,
3217,2023-03-31,596583000.0,,426499000.0,,189195000.0,125351000.0,552299000.0,-125800000.0,,6946000.0,-118854000.0,5252000.0,-118702000.0,-1.79,-1.79,66352000.0,66352000.0,,,170084000.0
3218,2023-12-31,,,,,,,4178319.0,,,,3515135.0,192111.0,6526650.0,2.53,2.53,2581021.0,2581021.0,,,
3219,2023-12-31,,,,,39624000.0,26475000.0,66099000.0,-66099000.0,5085000.0,,-67883000.0,0.0,-33970000.0,-1.33,-1.33,25505.0,25505.0,,,
3220,2023-12-31,0.0,,,,101002000.0,26060000.0,127062000.0,-127062000.0,,10264000.0,-116798000.0,,-116798000.0,-3.05,-3.05,38338161.0,38338161.0,,,
3221,2023-12-31,434249000.0,,,,648449000.0,,,-569208000.0,,,-608464000.0,-1825000.0,-606639000.0,-8.25,-8.25,73543862.0,73543862.0,,309799000.0,
3222,2023-06-25,11889000.0,0.0,,,,5490000.0,,,1000.0,,2150000.0,537000.0,1613000.0,0.11,0.1,15323000.0,15911000.0,,,
3223,2023-12-31,,,,,,,,471300000.0,213800000.0,,282400000.0,76400000.0,206500000.0,1.05,1.04,166963575.0,168203981.0,3679600000.0,743700000.0,
3224,2023-12-31,5322000.0,,,,,,,,101862000.0,,60246000.0,17781000.0,,2.24,2.24,18965346.0,18985233.0,,,
3225,2023-12-31,,104693000.0,408083000.0,,190660000.0,54962000.0,432368000.0,-24285000.0,,,-55373000.0,10833000.0,-66206000.0,-0.39,-0.39,170408000.0,170408000.0,226401000.0,,
