company_id,statement_date,net_income,depreciation_and_amortization,stock_based_compensation,foreign_currency_transaction_gain_or_loss,other_noncash_income_or_expense,changes_in_other_current_assets,changes_in_accounts_payable,changes_in_inventories,changes_in_deferred_revenue,net_cash_provided_by_operating_activities,purchases_of_marketable_securities,proceeds_from_maturities_of_marketable_securities,proceeds_from_sale_of_marketable_securities,purchases_of_property_and_plant_and_equipment,payments_to_acquire_investments,payments_to_acquire_businesses,deferred_revenue,other_investing_activities,net_cash_provided_by_investing_activities,payments_of_tax_for_share_based_compensation,dividends_paid,repurchases_of_common_stock,proceeds_from_issuance_of_common_stock,repayments_of_long_term_debt,net_cash_provided_by_financing_activities,changes_in_cash_and_cash_equivalents_and_restricted_cash,cash_and_cash_equivalents_and_restricted_cash
3952,2023-12-31,-107294000.0,24588000.0,96046000.0,,-1178000.0,,,,4135000.0,-2005000.0,,,,632000.0,,0.0,4135000.0,,-24972000.0,,,,,,19195000.0,-7762000.0,309552000.0
3953,2023-12-31,444353000.0,691838000.0,32896000.0,,,,,,,832664000.0,,,,,,,,,-289138000.0,,,25009000.0,-551000.0,,-538854000.0,,34866000.0
3954,2023-12-31,248497000.0,112768000.0,7811000.0,,,,,,,163015000.0,,,,,,,,,-117702000.0,119000.0,,,372000.0,693891000.0,161000.0,45474000.0,174248000.0
3955,2023-12-31,-98238000.0,22927000.0,8809000.0,-262000.0,,,,-51458000.0,,25190000.0,,,,8116000.0,,0.0,,,-13877000.0,,,1779000.0,,,-34779000.0,-23989000.0,42751000.0
3956,2023-12-31,-29700000.0,10508000.0,3246000.0,,,,,,,171736000.0,273081000.0,80081000.0,77388000.0,,,,,,-149886000.0,,16164000.0,0.0,-290000.0,,-16454000.0,5396000.0,102046000.0
3957,2023-07-02,-46344000.0,27186000.0,,,-48000.0,-8002000.0,,-24431000.0,,4740000.0,,,,36434000.0,,,,-209000.0,-36225000.0,69000.0,0.0,,,,25938000.0,-6330000.0,
3958,2023-12-30,514312000.0,,34900000.0,,,,-3578000.0,-250561000.0,,959890000.0,,,,180382000.0,29806000.0,,,8692000.0,-240164000.0,,68238000.0,82149000.0,2750000.0,,-162860000.0,562633000.0,1122256000.0
3959,2023-12-31,44924000.0,11407000.0,4641000.0,,,,1553000.0,16565000.0,1936000.0,41334000.0,,,,10490000.0,,0.0,1936000.0,,-10488000.0,2641000.0,,,,4000000.0,-30024000.0,812000.0,
3960,2023-12-31,2581370.0,105682.0,,,,,104034.0,-465506.0,15498.0,3144480.0,,,,165716.0,,,15498.0,,4727577.0,,459387.0,,,,-459387.0,7412670.0,
3961,2023-09-30,-1502000000.0,532000000.0,17000000.0,-23000000.0,-19000000.0,,,-247000000.0,,1107000000.0,,,,974000000.0,,9000000.0,,0.0,-1077000000.0,,,22000000.0,12000000.0,,-168000000.0,-129000000.0,340000000.0
3962,2023-12-31,-18681061.0,,2199046.0,,-735760.0,,,,-1968115.0,-11192706.0,,,,615170.0,,0.0,-1968115.0,,1711302.0,,,0.0,0.0,,-1414095.0,-10895499.0,
3963,2023-03-31,922998000.0,,,,,,,2225000.0,,1729610000.0,,,196200000.0,2723901000.0,0.0,,,,-2421385000.0,,,,,,59795000.0,-643613000.0,2060524000.0
3964,2023-12-31,125060284.0,,7019183.0,,,,11674490.0,-22247292.0,,28224880.0,,,,162328.0,,24298043.0,,,-24300985.0,,,,,,40508741.0,44432636.0,56671471.0
3965,2023-12-31,717795000.0,,87720000.0,,,,,,,1267797000.0,,,,743055000.0,,3728000.0,,,-763275000.0,,,547363000.0,13654000.0,85480000.0,-493945000.0,13633000.0,214470000.0
3966,2023-12-31,15400000.0,27733000.0,780000.0,,,,,,,42939000.0,,,,7620000.0,4058000.0,,,,-19110000.0,,39765000.0,,,,-23231000.0,598000.0,
3967,2023-06-30,407641000.0,16292000.0,4734000.0,,-365000.0,,69730000.0,487922000.0,-1321000.0,-145428000.0,,0.0,0.0,20934000.0,0.0,,-1321000.0,,-20934000.0,686000.0,145043000.0,0.0,,,144964000.0,-21398000.0,114826000.0
3968,2023-12-31,-430700000.0,29100000.0,17200000.0,-200000.0,200000.0,,,0.0,,74200000.0,,,,21300000.0,2740400000.0,1200000.0,,900000.0,-69600000.0,,,,,16900000.0,-17300000.0,-6000000.0,396700000.0
3969,2023-12-31,7197000.0,,528000.0,,,,,943000.0,,1929000.0,,,,2552000.0,,,,,-2552000.0,8000.0,,,,,5490000.0,4565000.0,10278000.0
3970,2023-12-31,-11000000.0,,14000000.0,,,,47000000.0,,,-261000000.0,,,,,,,,3000000.0,-90000000.0,5000000.0,,,,131000000.0,199000000.0,-152000000.0,609000000.0
3971,2023-12-31,92901000.0,,262000.0,,,,,,,210246000.0,,,,240554000.0,,,,,-236772000.0,,11040000.0,134000.0,,,-8558000.0,-34670000.0,
3972,2024-02-03,1291005000.0,243840000.0,48246000.0,,,,-20873000.0,138685000.0,41914000.0,1476266000.0,,,,435267000.0,,,41914000.0,,-441425000.0,,,995738000.0,,195400000.0,-1006124000.0,28717000.0,766594000.0
3973,2023-12-31,74729000.0,990000.0,2473000.0,766000.0,,,-5259000.0,,,-65145000.0,,,37199000.0,,,,,,81767000.0,,,,,,14405000.0,30849000.0,
3974,2023-12-31,350024000.0,,18694000.0,,,,,,,472604000.0,1162115000.0,1204346000.0,22193000.0,26910000.0,,,,,-1273272000.0,,74245000.0,8367000.0,,,4771052000.0,3970384000.0,5528258000.0
3975,2023-12-31,,,4896000.0,,,,-281000.0,-55528000.0,,120077000.0,,,,,,,,,-165573000.0,,,,6394000.0,,69057000.0,23561000.0,
3976,2023-12-31,11257000.0,,374000.0,,,,,,,9191000.0,24922000.0,16697000.0,0.0,1946000.0,,,,,-82252000.0,,,130000.0,,35000000.0,112842000.0,39781000.0,77666000.0
3977,2023-12-31,-30544000.0,,1767000.0,,,,,,,-18283000.0,,,,12000.0,,,,,-12000.0,,900000.0,,,,27541000.0,,9701000.0
3978,2023-08-26,103674000.0,121233000.0,9063000.0,,-1020000.0,,10111000.0,-4001000.0,,215762000.0,,,,171991000.0,117012000.0,306193000.0,,,-487647000.0,2891000.0,22100000.0,0.0,,,-25839000.0,-296956000.0,
3979,2023-07-29,24000000.0,304000000.0,38000000.0,,,,53000000.0,57000000.0,,624000000.0,,,,323000000.0,32000000.0,,,,-339000000.0,,,62000000.0,,154000000.0,-292000000.0,-7000000.0,37000000.0
3980,2023-12-31,22381000000.0,,1059000000.0,,505000000.0,,,,,29068000000.0,,9230000000.0,7307000000.0,3386000000.0,18314000000.0,10136000000.0,,960000000.0,-15574000000.0,,,8000000000.0,1353000000.0,2125000000.0,-11529000000.0,2062000000.0,25427000000.0
3981,2023-12-31,-81713000.0,,12491000.0,,-701000.0,,,,,353129000.0,,,,,,,,,-411311000.0,1433000.0,,,,,76643000.0,18461000.0,62264000.0
3982,2023-12-31,1283800000.0,,,2000000.0,9200000.0,,,,,1202800000.0,2991400000.0,1578100000.0,1062700000.0,134800000.0,,,,,-725900000.0,,277100000.0,250100000.0,5200000.0,0.0,-450100000.0,26800000.0,146000000.0
3983,2023-12-31,6379000000.0,,107000000.0,,,38000000.0,,,,8379000000.0,,,,3606000000.0,,,,61000000.0,-3667000000.0,,3173000000.0,705000000.0,,,-4625000000.0,87000000.0,1074000000.0
3984,2023-12-31,39707000.0,,1751000.0,,,,,,,46909000.0,650000.0,4286000.0,,955000.0,,,,,-57847000.0,,,15692000.0,,,90921000.0,79983000.0,194776000.0
3985,2022-12-31,37329000.0,10034000.0,6595000.0,,,,1111000.0,,,67060000.0,,,,6763000.0,,25000000.0,,,-28683000.0,,,26543000.0,0.0,,-95216000.0,-56839000.0,95379000.0
3986,2023-12-31,-487387000.0,37100000.0,25633000.0,,-5825000.0,,-8089000.0,-4686000.0,-348419000.0,-665285000.0,,,,20168000.0,,0.0,-348419000.0,-267000.0,40870000.0,,,28000.0,,59523000.0,300954000.0,-327328000.0,292825000.0
3987,2023-12-31,-5179000.0,,162116000.0,,,,,,,200290000.0,,,,53402000.0,,39000.0,,,-50957000.0,2850000.0,83056000.0,50000000.0,,,-202124000.0,-50436000.0,93705000.0
3988,2023-12-31,-179874000.0,71985000.0,22874000.0,538000.0,,,-6896000.0,,-5518000.0,49943000.0,,,,1220000.0,,0.0,-5518000.0,,-1220000.0,1091000.0,,,5000.0,,-61384000.0,-12094000.0,236559000.0
3989,2023-12-31,6708000000.0,,220000000.0,-53000000.0,-265000000.0,,-1377000000.0,,,10238000000.0,,,,5158000000.0,3521000000.0,1329000000.0,,19000000.0,-7133000000.0,,5372000000.0,2250000000.0,248000000.0,2429000000.0,-5534000000.0,-2396000000.0,3206000000.0
3990,2023-12-31,-240132000.0,24903000.0,175039000.0,,3869000.0,,,,,-160493000.0,,,,1527000.0,,0.0,,,-118455000.0,15000.0,,0.0,0.0,,214268000.0,-64680000.0,467787000.0
3991,2023-12-31,46887000.0,,74195000.0,500000.0,,,-2513000.0,,,27221000.0,709214000.0,648800000.0,165035000.0,692000.0,,,,,88270000.0,,,,,,-114304000.0,1187000.0,296418000.0
3992,2023-06-30,-17490256.0,,3664538.0,,,,,1260479.0,-200512.0,202676.0,,,,937564.0,,-500000.0,-200512.0,,-2574858.0,,,,,,-285333.0,-2342494.0,4492291.0
3993,2024-01-31,287674000.0,,30508000.0,,,,,-38785000.0,,509411000.0,,,,199625000.0,,,,,-521648000.0,8407000.0,,0.0,,,-12132000.0,-22939000.0,
3994,2023-12-31,-102244000.0,802000.0,9343000.0,,,,,1348000.0,,-76376000.0,,49073000.0,,194000.0,,,,,-953000.0,,,,67358000.0,,116931000.0,39602000.0,
3995,2023-12-31,2424000000.0,,94000000.0,,,,-45000000.0,-19000000.0,,4704000000.0,,,,,4000000.0,574000000.0,,,-2976000000.0,,406000000.0,1070000000.0,,,-1474000000.0,257000000.0,363000000.0
3996,2023-12-31,68268000.0,,22169000.0,,,,523000.0,76796000.0,,271885000.0,,,,238522000.0,,,,,-232653000.0,,,,,,-39256000.0,-24000.0,11000.0
3997,2023-12-31,4910000.0,19433000.0,1336000.0,,,,-2900000.0,-7785000.0,,25231000.0,,,,13026000.0,,,,,-13026000.0,,,,,,-13830000.0,-1625000.0,
3998,2023-04-30,-7614204.0,,1308633.0,,,,,,,-8690766.0,,,,177513.0,,,,,2572487.0,,,,4829697.0,,4829697.0,-1288582.0,
3999,2023-12-31,5429000000.0,,,,,,,,,8447000000.0,8342000000.0,6314000000.0,11209000000.0,,,,,1184000000.0,18925000000.0,,,62000000.0,951000000.0,4084000000.0,-19722000000.0,7650000000.0,61192000000.0
4000,2023-12-31,16545000.0,590000.0,1012000.0,,,,,,,22546000.0,40379000.0,,24185000.0,163000.0,,,,,-273002000.0,,,7583000.0,75000.0,,237350000.0,-13106000.0,41062000.0
4001,2023-12-31,-32356000.0,11235000.0,2293000.0,,,,,,,5472000.0,,,,,,,,,2826000.0,151000.0,1192000.0,368000.0,,,-9358000.0,-1060000.0,
4002,2023-12-30,506000000.0,395000000.0,56000000.0,,,,,-61000000.0,,1140000000.0,,,,309000000.0,,196000000.0,,,-495000000.0,12000000.0,,294000000.0,,,-587000000.0,58000000.0,269000000.0
4003,2023-11-30,-9356577.0,,423831.0,-1616.0,,,-268149.0,27249.0,,-9428815.0,,,,113383.0,,,,,-979523.0,,,,3363204.0,1680925.0,21842038.0,,11488208.0
4004,2023-12-31,-475104.0,,2222969.0,,,0.0,,-84547.0,0.0,14915902.0,,,,834964.0,,,0.0,,-834964.0,,,456961.0,,56992.0,-513953.0,13566985.0,45910486.0
4005,2023-12-31,74549000.0,23827000.0,3182000.0,,,,,4734000.0,,92259000.0,,,,34250000.0,,,,,-31964000.0,,,1274000.0,,,-5715000.0,54580000.0,187964000.0
4006,2023-12-31,54000000.0,637000000.0,23000000.0,,,,,-62000000.0,,866000000.0,,,,608000000.0,,,,-17000000.0,-721000000.0,6000000.0,,0.0,,453000000.0,-274000000.0,-129000000.0,179000000.0
4007,2023-12-30,63788000.0,12702000.0,14595000.0,,,,-428000.0,-2353000.0,,70641000.0,,,,14494000.0,,,,,-11975000.0,3092000.0,,11599000.0,,,-14237000.0,41926000.0,333246000.0
4008,2023-12-31,28239000.0,15695000.0,7236000.0,,,,,,,81978000.0,,,,,,26582000.0,,-321000.0,-45015000.0,,,,163646000.0,3750000.0,84268000.0,121231000.0,152825000.0
4009,2023-12-31,984800000.0,53200000.0,39100000.0,,4900000.0,,,13600000.0,,978000000.0,2514300000.0,2137300000.0,0.0,230400000.0,,89200000.0,,,-719600000.0,13800000.0,,,,,-11900000.0,246500000.0,1207700000.0
4010,2023-09-30,12322000.0,25215000.0,3848000.0,,,,,,11370000.0,49148000.0,,,,56685000.0,,16381000.0,11370000.0,,-44066000.0,781000.0,,,,,81846000.0,86928000.0,156924000.0
4011,2023-12-31,45200000.0,,,,,,-20900000.0,,,107000000.0,,,,141000000.0,,,,,-141000000.0,,26200000.0,,1100000.0,6900000.0,31500000.0,-2500000.0,
4012,2023-12-31,,,225000.0,,,,-456000.0,670000.0,,22281000.0,,,,639000.0,,,,,-639000.0,,4282000.0,0.0,117000.0,,-4165000.0,17816000.0,92868000.0
4013,2023-12-31,-24937000.0,79488000.0,17069000.0,,,,,-12652000.0,,76640000.0,,,,55724000.0,,0.0,,,-48492000.0,589000.0,18548000.0,,0.0,,-49055000.0,-20907000.0,52023000.0
4014,2023-12-31,66823000.0,,2916000.0,,-642000.0,,,,-6304000.0,70971000.0,146424000.0,109082000.0,19222000.0,4019000.0,,,-6304000.0,,-15251000.0,339000.0,,22021000.0,,,-47120000.0,8600000.0,399941000.0
4015,2023-12-31,71104000.0,,4194000.0,,1487000.0,,,,,89741000.0,25132000.0,30738000.0,0.0,,,0.0,,,-454436000.0,1232000.0,,462000.0,,,461695000.0,,249799000.0
4016,2023-03-31,124052000.0,57300000.0,8419000.0,,6248000.0,,-84588000.0,41867000.0,-7494000.0,-10557000.0,,,,54674000.0,,0.0,-7494000.0,0.0,-50350000.0,,,3448000.0,,23481000.0,38949000.0,-22958000.0,64690000.0
4017,2023-12-31,-13230000.0,50060000.0,13832000.0,,,,,,,165244000.0,,,,26434000.0,,,,,1829962000.0,,37244000.0,0.0,,,-2202636000.0,-207430000.0,497468000.0
4018,2023-09-30,17273000000.0,,765000000.0,,-14000000.0,,34000000.0,,,20755000000.0,4363000000.0,,,,,0.0,,25000000.0,-2006000000.0,130000000.0,3751000000.0,12101000000.0,,2250000000.0,-17772000000.0,1613000000.0,21990000000.0
4019,2023-12-31,19263000.0,1500000.0,,,,,,,,13904000.0,83164000.0,214394000.0,,1171000.0,,,,,-19767000.0,,,,,,-5883000.0,-11746000.0,
4020,2023-12-31,254000000.0,,31000000.0,,,,,-87000000.0,34000000.0,232000000.0,,,,118000000.0,,,34000000.0,0.0,-112000000.0,,106000000.0,286000000.0,,,-401000000.0,-280000000.0,574000000.0
4021,2023-12-31,865400000.0,,27300000.0,-3500000.0,-6700000.0,,,,4900000.0,267500000.0,,,,696100000.0,,,4900000.0,,-665800000.0,5400000.0,,198600000.0,,571800000.0,285500000.0,-112800000.0,635700000.0
4022,2023-04-30,18069000.0,1349000.0,,,,,,,-800000.0,18178000.0,38857000.0,,9907000.0,30000.0,,,-800000.0,,-26116000.0,,,4704000.0,,,-14175000.0,-22113000.0,7895000.0
4023,2023-12-31,-25652000.0,357000.0,1864000.0,,-904000.0,,-602000.0,,,-23699000.0,,,,887000.0,,,,,-887000.0,,,,,,133000.0,-24450000.0,
4024,2023-12-31,-35200000.0,36000000.0,2200000.0,,-2100000.0,600000.0,-60200000.0,3500000.0,54900000.0,26500000.0,,,,18400000.0,,,54900000.0,-700000.0,39100000.0,,2200000.0,,,37100000.0,-65300000.0,100000.0,82300000.0
4025,2023-12-31,-56934000.0,,7508000.0,-43000.0,,,,,,-57238000.0,,,,803000.0,,,,,28844000.0,,,,,,-1140000.0,-29534000.0,5036000.0
4026,2023-12-31,1918000.0,604000.0,359000.0,,,,,,,4957000.0,38747000.0,18829000.0,50079000.0,616000.0,,,,,-8542000.0,,981000.0,,,,4621000.0,,17714000.0
4027,2023-12-31,-92836000.0,1990000.0,6661000.0,-6524000.0,,-4281000.0,-6652000.0,3718000.0,6356000.0,-60883000.0,,,,867000.0,,,6356000.0,,-867000.0,,,,24273000.0,,22698000.0,-38944000.0,
4028,2023-12-31,108261000.0,19485000.0,12050000.0,,,,,,,144087000.0,1377537000.0,1295897000.0,109793000.0,1854000.0,,0.0,,-46317000.0,-47503000.0,2307000.0,,,0.0,,96402000.0,192986000.0,629063000.0
4029,2023-12-31,486000000.0,104000000.0,34000000.0,,6000000.0,,-130000000.0,-52000000.0,,267000000.0,,,,,,,,-3000000.0,-123000000.0,16000000.0,,107000000.0,,0.0,-156000000.0,-5000000.0,518000000.0
4030,2023-12-31,-3182000.0,4632000.0,32325000.0,,-39000.0,1733000.0,3049000.0,-2899000.0,,35311000.0,,,,20013000.0,,,,,-3130000.0,2341000.0,,,,,3618000.0,35799000.0,86866000.0
4031,2023-12-31,-20251000.0,,474000.0,,,,521000.0,,,-17234000.0,,,,67000.0,,,,,-67000.0,,,,1278000.0,74000.0,12445000.0,-4856000.0,
4032,2023-12-31,-528232000.0,,15542000.0,,,,-4963000.0,,,-51707000.0,,,,5269000.0,,664000.0,,,-13367000.0,,,,,250000.0,-28052000.0,-93823000.0,225837000.0
4033,2023-12-31,213157000.0,41647000.0,,,,,,,,330291000.0,,,,5169000.0,,0.0,,,-7841000.0,18694000.0,85427000.0,139299000.0,6288000.0,,-237132000.0,85376000.0,123547000.0
4034,2023-12-31,-74404000.0,27188000.0,33141000.0,1096000.0,,,-134000.0,1694000.0,,44222000.0,,,,9961000.0,,0.0,,,15112000.0,6741000.0,,,,0.0,2837000.0,62334000.0,217330000.0
4035,2023-12-31,-30368000.0,24966000.0,28558000.0,,,,,35158000.0,-9626000.0,61674000.0,177880000.0,,,27930000.0,,30373000.0,-9626000.0,,-53330000.0,11009000.0,,,,,-4680000.0,3648000.0,159120000.0
4036,2023-12-31,-7192176.0,1353383.0,1902749.0,,,,333346.0,1296045.0,38895.0,-6934773.0,,,,5162478.0,,,38895.0,,-6629021.0,,,,,,6818020.0,,16755233.0
4037,2024-01-31,525705000.0,,393733000.0,222000.0,,,-10230000.0,,,911339000.0,2697968000.0,,,,,0.0,,,-1076351000.0,78875000.0,,,,,-16188000.0,-182980000.0,706670000.0
4038,2023-12-31,52273000.0,752000.0,4128000.0,,,-8361000.0,,,,48835000.0,,,,180000.0,,,,,-584732000.0,,,861000.0,2305000.0,,535768000.0,-129000.0,
4039,2023-12-31,-95990000.0,,11493000.0,,,309000.0,-873000.0,,,-92181000.0,,,,63000.0,,,,,-39431000.0,,,,,,133541000.0,1929000.0,45681000.0
4040,2023-12-31,-21994000.0,2331000.0,2503000.0,,,,,,,,,,,32000.0,,,,,,,,,9215000.0,,,1924000.0,
4041,2023-12-31,-58625000.0,26102000.0,10826000.0,,,,-5449000.0,,-982000.0,-76421000.0,,,,5120000.0,,50268000.0,-982000.0,,-54884000.0,1153000.0,,,,,26329000.0,-104976000.0,
4042,2023-12-31,-37250000.0,4115000.0,1569000.0,,,-1603000.0,,324000.0,,-12859000.0,,,,116000.0,,,,,-116000.0,,,,816000.0,,6802000.0,-6173000.0,
4043,2023-09-30,-93088953.0,,17918603.0,,-1872223.0,,-7426770.0,-648628.0,,-88013814.0,,,,665700.0,,,,,6334300.0,,,,,,11114333.0,-70565181.0,
4044,2023-12-31,-200068000.0,,35116000.0,,,,3910000.0,,,-149549000.0,,,,9283000.0,,,,,27690000.0,,,,31710000.0,,212577000.0,90718000.0,210954000.0
4045,2023-12-31,-13093000.0,,33919000.0,,-5335000.0,,9241000.0,,18172000.0,74332000.0,16328000.0,18390000.0,,49261000.0,,,18172000.0,,-66171000.0,9701000.0,,,,2188000.0,-26482000.0,-17597000.0,89151000.0
4046,2023-12-31,-9893000.0,,,,,,,,,4833000.0,49019000.0,,,,,,,5593000.0,-6680000.0,,,,,34691000.0,115000.0,-1732000.0,8044000.0
4047,2023-04-01,118584000.0,,60354000.0,,11433000.0,,,890173000.0,,-655795000.0,,,,,,0.0,,26301000.0,-188053000.0,,,0.0,,501051000.0,463906000.0,-460764000.0,
4048,2023-12-31,-31798000.0,15926000.0,3111000.0,602000.0,,,-3546000.0,5282000.0,,5315000.0,,,,6518000.0,,,,,-6231000.0,,,,,9281000.0,14137000.0,13615000.0,35291000.0
4049,2023-12-31,-2743588.0,,2901569.0,,,,-6645.0,,,-9112666.0,,,,58588.0,,,,,-58588.0,,,,32000000.0,,37495502.0,28324248.0,28879177.0
4050,2023-12-31,183526000.0,6941000.0,10111000.0,,-18000.0,,,-489000.0,,209984000.0,115225000.0,,34705000.0,10557000.0,,,,,-14600000.0,3706000.0,,,,23679000.0,-175652000.0,19732000.0,270106000.0
4051,2023-12-31,-27871000.0,,,,,,,,,-24773000.0,47215000.0,,,65000.0,,,,,35941000.0,11000.0,71429000.0,,,,-71440000.0,,26289000.0
4052,2023-12-31,-12100000.0,,,1400000.0,-2600000.0,,,-56700000.0,,3900000.0,,,,48500000.0,,,,-100000.0,-29000000.0,,,2900000.0,,29800000.0,-75900000.0,,
4053,2023-12-31,14975000.0,9102000.0,2295000.0,,-196000.0,,,-1281000.0,,49315000.0,,,,1435000.0,,,,,-1435000.0,186000.0,,,,,-40636000.0,7244000.0,42595000.0
4054,2023-07-01,25500000.0,,51200000.0,-2200000.0,-4700000.0,,-9400000.0,10700000.0,-2100000.0,114100000.0,,,,51100000.0,,67300000.0,-2100000.0,,-127100000.0,11800000.0,,83900000.0,,,-50000000.0,-57200000.0,515600000.0
4055,2023-12-31,2513540000.0,,15536000.0,,,-5124000.0,,,,2181009000.0,,,,,,,,,-2899095000.0,4966000.0,1583840000.0,,2480105000.0,,1031790000.0,313641000.0,522574000.0
4056,2023-12-31,53595000.0,17240000.0,,,,539000.0,,5236000.0,,74528000.0,,,,33452000.0,,,,,-33452000.0,,,,,,10602000.0,51608000.0,242219000.0
4057,2023-12-31,-82638000.0,,8903000.0,,,,5000.0,,,-70363000.0,,,,674000.0,,,,,-65138000.0,,,,,,888000.0,-134613000.0,52919000.0
4058,2023-12-31,-40157000.0,52000.0,,,,,-1568000.0,,,-40453000.0,,,,,,,,,41500000.0,,,,,,114000.0,1121000.0,12854000.0
4059,2022-12-31,,251941.0,269965.0,478500.0,,,,530487.0,654265.0,-5700187.0,,,,1928010.0,,,654265.0,,-1970569.0,,,,555811.0,,3556657.0,-3349222.0,
4060,2023-12-31,-615117000.0,18920000.0,111316000.0,,,,732000.0,,,-778785000.0,,,,21573000.0,2016189000.0,,,,164629000.0,,,,,,7480000.0,-606676000.0,261292000.0
4061,2024-01-31,21910000.0,5097000.0,595000.0,,,,,-9035000.0,,26960000.0,,,,5248000.0,,,,,-4759000.0,,327000.0,110000.0,,59396000.0,-17972000.0,4229000.0,5286000.0
4062,2023-12-31,-5296015.0,,619972.0,,,,-461251.0,,,-4870489.0,,,,,,,,,,,,,1156443.0,,1156443.0,,3316946.0
4063,2023-12-31,142036000.0,,63933000.0,,,,,,,491777000.0,,,,37774000.0,,,,18355000.0,-94484000.0,,,1566000.0,,73000000.0,-585032000.0,-182782000.0,855460000.0
4064,2023-12-31,-51058000.0,492000.0,7649000.0,,,,-98000.0,,,-39892000.0,,,,138000.0,,,,,14998000.0,,,,299000.0,,438000.0,,12317000.0
4065,2023-12-31,-9127000.0,,1942000.0,49000.0,,,559000.0,2185000.0,-342000.0,-9748000.0,,,,698000.0,,269000.0,-342000.0,,-6700000.0,,,,,,-607000.0,-17145000.0,
4066,2023-12-31,25566000.0,7925000.0,7417000.0,,,,6671000.0,6443000.0,,50906000.0,982000.0,32265000.0,2895000.0,11538000.0,,,,,22383000.0,796000.0,,,,,-2054000.0,71235000.0,
4067,2023-12-31,-10835275.0,,1597881.0,,,,,-2548.0,,-764902.0,,,,3320918.0,,,,,-3712839.0,,,,,,2039255.0,,
4068,2023-12-31,-85895000.0,,16750000.0,,,,-1018000.0,,,-73376000.0,,,0.0,,478303000.0,,,,-179086000.0,7121000.0,,,,,271376000.0,,
4069,2023-12-31,-45071211.0,,2627925.0,,-40555.0,0.0,-205444.0,7609564.0,,-29568092.0,,,,949722.0,,,,,-860722.0,,,,255505.0,,27084318.0,,8193346.0
4070,2023-12-31,-135139000.0,9310000.0,24931000.0,,,,2211000.0,-13728000.0,-10059000.0,-105636000.0,3655000.0,,,1046000.0,,,-10059000.0,,38891000.0,,,,,,59261000.0,-7489000.0,25294000.0
4071,2023-07-29,49716000.0,35711000.0,3274000.0,,,,,2947000.0,,104513000.0,,,,46400000.0,,,,,-88428000.0,,13193000.0,3739000.0,,,-10007000.0,6078000.0,140910000.0
4072,2023-12-31,8835000000.0,,107000000.0,,,,-169000000.0,684000000.0,,9229000000.0,276000000.0,,,,,,,-13000000.0,-1865000000.0,,,5136000000.0,,,-6941000000.0,562000000.0,5424000000.0
4073,2023-12-31,839000000.0,87000000.0,55000000.0,-45000000.0,,,-1000000.0,-52000000.0,,963000000.0,,,,54000000.0,,0.0,,3000000.0,-55000000.0,,,,,,-135000000.0,762000000.0,762000000.0
4074,2023-12-31,498511000.0,43400000.0,33102000.0,,,,,,,378192000.0,112317000.0,78588000.0,18779000.0,76046000.0,,,,,-3349502000.0,,,11475000.0,4006000.0,475000000.0,2914588000.0,-56722000.0,891225000.0
4075,2023-12-31,933200000.0,617000000.0,63200000.0,,-13900000.0,,,54600000.0,,1536800000.0,,,,872600000.0,,-900000.0,,0.0,-163500000.0,21900000.0,,200000000.0,,550500000.0,-585600000.0,787700000.0,949200000.0
4076,2023-12-31,4771471.0,,,,,,,,,-708533.0,,,,,,,,,166711206.0,,,167831206.0,,,-165637058.0,365615.0,
4077,2023-12-31,10243000.0,21862000.0,5849000.0,,,,,472000.0,851000.0,45212000.0,0.0,,,26093000.0,,28588000.0,851000.0,,-52113000.0,594000.0,,0.0,,,2826000.0,-4075000.0,12839000.0
4078,2023-12-31,22032000.0,,12042000.0,259000.0,-1333000.0,,,,4128000.0,37785000.0,,,,108000.0,,0.0,4128000.0,,531000.0,6414000.0,,,0.0,,-11695000.0,26602000.0,301436000.0
4079,2023-12-30,150849000.0,98708000.0,39219000.0,,,,-10529000.0,-88433000.0,-106884000.0,306775000.0,,,,96771000.0,,32676000.0,-106884000.0,1381000.0,-115281000.0,18756000.0,,345279000.0,,134748000.0,-176405000.0,17635000.0,203041000.0
4080,2023-01-28,-38346000.0,8334000.0,2095000.0,,,,,11462000.0,,-19261000.0,,,,,,,,,1468000.0,213000.0,,,825000.0,,17811000.0,,
4081,2023-12-31,2509000.0,,14040000.0,,-3419000.0,,,771000.0,,12801000.0,512606000.0,,,383000.0,,,,,-12056000.0,,,,,,0.0,792000.0,136290000.0
4082,2023-12-31,105494000.0,457574000.0,43201000.0,,-8866000.0,,,,,648152000.0,,,,,,,,,-128788000.0,,,29183000.0,,148000000.0,-278937000.0,240427000.0,1261584000.0
4083,2023-12-31,200088000.0,,,,,,,,,638192000.0,,,,,,,,,-908365000.0,,,,,,277863000.0,7690000.0,25869000.0
4084,2023-12-31,,43800000.0,31500000.0,,,,-66800000.0,-48900000.0,,455000000.0,,,,60100000.0,,0.0,,,69300000.0,5500000.0,15500000.0,74700000.0,,300000000.0,-387800000.0,136400000.0,340900000.0
4085,2023-12-31,-117863000.0,,13362000.0,,,,,,,-100292000.0,,,,1069000.0,,,,,71008000.0,1187000.0,,,4578000.0,,2938000.0,-26346000.0,
4086,2023-02-28,-28576000.0,13130000.0,609000.0,-3674000.0,,,,1928000.0,,-38208000.0,,,,3557000.0,,,,,-3556000.0,404000.0,,,,,16409000.0,-21654000.0,
